AAPL, 20101025  09:00:00, 308.84, 308.9, 308.81, 308.88,
AAPL, 20101025  09:05:00, 308.88, 309.14, 308.88, 308.91,
AAPL, 20101025  09:10:00, 308.91, 309.04, 308.91, 308.98,
AAPL, 20101025  09:15:00, 308.99, 309, 308.81, 308.81,
AAPL, 20101025  09:20:00, 308.81, 309, 308.81, 308.93,
AAPL, 20101025  09:25:00, 308.93, 309.14, 308.89, 309.14,
AAPL, 20101025  09:30:00, 309.09, 309.97, 308.44, 309.91,
AAPL, 20101025  09:35:00, 309.88, 311.08, 309.88, 311.08,
AAPL, 20101025  09:40:00, 311.08, 311.6, 310.45, 310.71,
AAPL, 20101025  09:45:00, 310.72, 311.26, 310.61, 311.11,
AAPL, 20101025  09:50:00, 311.03, 311.19, 310.8, 310.9,
AAPL, 20101025  09:55:00, 310.98, 310.98, 310.45, 310.75,
AAPL, 20101025  10:00:00, 310.75, 311.1, 310.04, 310.48,
AAPL, 20101025  10:05:00, 310.51, 310.99, 310.25, 310.65,
AAPL, 20101025  10:10:00, 310.64, 311.08, 310.56, 310.63,
AAPL, 20101025  10:15:00, 310.63, 310.95, 310.3, 310.62,
AAPL, 20101025  10:20:00, 310.62, 311.29, 310.39, 311.03,
AAPL, 20101025  10:25:00, 311.02, 311.36, 311.02, 311.07,
AAPL, 20101025  10:30:00, 311.09, 311.26, 310.2, 310.33,
AAPL, 20101025  10:35:00, 310.31, 310.71, 310.05, 310.4,
AAPL, 20101025  10:40:00, 310.43, 310.58, 309.6, 309.84,
AAPL, 20101025  10:45:00, 309.84, 310.1, 309.75, 309.95,
AAPL, 20101025  10:50:00, 309.98, 310.06, 309.61, 310.05,
AAPL, 20101025  10:55:00, 310.06, 310.2, 309.77, 309.77,
AAPL, 20101025  11:00:00, 309.8, 309.93, 309.25, 309.33,
AAPL, 20101025  11:05:00, 309.33, 309.65, 309.03, 309.56,
AAPL, 20101025  11:10:00, 309.55, 309.86, 309.41, 309.79,
AAPL, 20101025  11:15:00, 309.79, 310, 309.35, 309.86,
AAPL, 20101025  11:20:00, 309.86, 310.06, 309.58, 310.04,
AAPL, 20101025  11:25:00, 310.01, 310.2, 309.93, 310.12,
AAPL, 20101025  11:30:00, 310.09, 310.31, 310.09, 310.27,
AAPL, 20101025  11:35:00, 310.26, 310.41, 310.16, 310.32,
AAPL, 20101025  11:40:00, 310.34, 310.41, 310.2, 310.39,
AAPL, 20101025  11:45:00, 310.35, 310.41, 310.2, 310.35,
AAPL, 20101025  11:50:00, 310.36, 310.39, 309.86, 309.92,
AAPL, 20101025  11:55:00, 309.91, 310.16, 309.88, 310.09,
AAPL, 20101025  12:00:00, 310.05, 310.15, 309.88, 309.92,
AAPL, 20101025  12:05:00, 309.88, 309.98, 309.56, 309.97,
AAPL, 20101025  12:10:00, 309.93, 310.04, 309.86, 309.89,
AAPL, 20101025  12:15:00, 309.9, 310.03, 309.6, 309.66,
AAPL, 20101025  12:20:00, 309.61, 310, 309.56, 309.76,
AAPL, 20101025  12:25:00, 309.73, 309.87, 309.63, 309.78,
AAPL, 20101025  12:30:00, 309.79, 309.86, 309.61, 309.73,
AAPL, 20101025  12:35:00, 309.74, 310, 309.73, 309.92,
AAPL, 20101025  12:40:00, 309.93, 310.19, 309.78, 310.14,
AAPL, 20101025  12:45:00, 310.16, 310.29, 309.92, 310,
AAPL, 20101025  12:50:00, 309.99, 310.06, 309.78, 309.92,
AAPL, 20101025  12:55:00, 309.93, 310.09, 309.8, 309.82,
AAPL, 20101025  13:00:00, 309.8, 310.1, 309.73, 310.06,
AAPL, 20101025  13:05:00, 310.06, 310.2, 309.95, 310.13,
AAPL, 20101025  13:10:00, 310.13, 310.24, 309.99, 309.99,
AAPL, 20101025  13:15:00, 310.02, 310.22, 309.86, 310.07,
AAPL, 20101025  13:20:00, 310.1, 310.3, 310.04, 310.23,
AAPL, 20101025  13:25:00, 310.23, 310.5, 310.13, 310.18,
AAPL, 20101025  13:30:00, 310.22, 310.49, 310.12, 310.16,
AAPL, 20101025  13:35:00, 310.17, 310.36, 310.17, 310.29,
AAPL, 20101025  13:40:00, 310.29, 310.63, 310.26, 310.6,
AAPL, 20101025  13:45:00, 310.6, 310.71, 310.47, 310.64,
AAPL, 20101025  13:50:00, 310.61, 310.62, 310.37, 310.41,
AAPL, 20101025  13:55:00, 310.42, 310.54, 310.23, 310.45,
AAPL, 20101025  14:00:00, 310.45, 310.55, 310.32, 310.36,
