AAPL, 20101103  09:00:00, 310.65, 310.9, 310.61, 310.9,
AAPL, 20101103  09:05:00, 311.06, 311.4, 310.88, 311.32,
AAPL, 20101103  09:10:00, 311.32, 312, 311.3, 311.85,
AAPL, 20101103  09:15:00, 311.94, 312, 311.71, 311.83,
AAPL, 20101103  09:20:00, 311.82, 311.87, 311.62, 311.67,
AAPL, 20101103  09:25:00, 311.65, 311.7, 311.45, 311.5,
AAPL, 20101103  09:30:00, 311.5, 311.5, 311.24, 311.4,
AAPL, 20101103  09:35:00, 311.39, 311.39, 311.24, 311.3,
AAPL, 20101103  09:40:00, 311.29, 311.62, 311.29, 311.4,
AAPL, 20101103  09:45:00, 311.39, 311.7, 310.09, 311.66,
AAPL, 20101103  09:50:00, 311.69, 312, 311.1, 311.52,
AAPL, 20101103  09:55:00, 311.56, 311.76, 311.2, 311.4,
AAPL, 20101103  10:00:00, 311.4, 311.62, 311.1, 311.51,
AAPL, 20101103  10:05:00, 311.51, 311.59, 310.81, 310.81,
AAPL, 20101103  10:10:00, 310.81, 311.35, 310.1, 311,
AAPL, 20101103  10:15:00, 311.02, 311.25, 310.1, 311.2,
AAPL, 20101103  10:20:00, 311.17, 311.25, 310.97, 311.19,
AAPL, 20101103  10:25:00, 311.19, 312, 311.19, 311.41,
AAPL, 20101103  10:30:00, 311.44, 311.55, 311, 311.04,
AAPL, 20101103  10:35:00, 311.03, 311.19, 310.74, 311.08,
AAPL, 20101103  10:40:00, 311.05, 311.19, 310.7, 310.78,
AAPL, 20101103  10:45:00, 310.83, 311.15, 310.1, 310.88,
AAPL, 20101103  10:50:00, 310.94, 311.05, 310.1, 310.73,
AAPL, 20101103  10:55:00, 310.75, 310.8, 309.85, 309.99,
AAPL, 20101103  11:00:00, 309.97, 310.23, 309.1, 310.04,
AAPL, 20101103  11:05:00, 310.04, 310.55, 310.02, 310.4,
AAPL, 20101103  11:10:00, 310.39, 310.41, 309.95, 309.97,
AAPL, 20101103  11:15:00, 310.05, 310.42, 309.92, 310.28,
AAPL, 20101103  11:20:00, 310.28, 310.46, 310.04, 310.09,
AAPL, 20101103  11:25:00, 310.09, 310.11, 309.1, 309.64,
AAPL, 20101103  11:30:00, 309.64, 309.75, 309.28, 309.52,
AAPL, 20101103  11:35:00, 309.51, 309.86, 309.38, 309.64,
