AAPL, 20101011  09:00:00, 295.01, 295.05, 294.82, 294.82,
AAPL, 20101011  09:05:00, 294.81, 294.9, 294.8, 294.85,
AAPL, 20101011  09:10:00, 294.85, 294.98, 294.84, 294.85,
AAPL, 20101011  09:15:00, 294.83, 294.83, 294.75, 294.83,
AAPL, 20101011  09:20:00, 294.8, 294.82, 294.64, 294.67,
AAPL, 20101011  09:25:00, 294.64, 294.84, 294.5, 294.77,
AAPL, 20101011  09:30:00, 294.74, 296.25, 294.74, 295.71,
AAPL, 20101011  09:35:00, 295.75, 296.69, 295.58, 296.31,
AAPL, 20101011  09:40:00, 296.35, 296.59, 295.9, 296.07,
AAPL, 20101011  09:45:00, 296.1, 296.19, 295.27, 295.38,
AAPL, 20101011  09:50:00, 295.45, 295.89, 295, 295.83,
AAPL, 20101011  09:55:00, 295.85, 296.14, 295.65, 296.14,
AAPL, 20101011  10:00:00, 296.11, 296.57, 296.04, 296.2,
AAPL, 20101011  10:05:00, 296.2, 296.7, 296.13, 296.35,
AAPL, 20101011  10:10:00, 296.35, 296.36, 295.9, 296.07,
AAPL, 20101011  10:15:00, 296.07, 296.47, 296, 296.35,
AAPL, 20101011  10:20:00, 296.35, 296.87, 296.31, 296.83,
AAPL, 20101011  10:25:00, 296.86, 297.12, 296.68, 296.9,
AAPL, 20101011  10:30:00, 296.9, 297, 296.24, 296.41,
AAPL, 20101011  10:35:00, 296.4, 296.55, 296.3, 296.49,
AAPL, 20101011  10:40:00, 296.49, 296.73, 296.37, 296.43,
AAPL, 20101011  10:45:00, 296.41, 296.41, 295.69, 295.77,
AAPL, 20101011  10:50:00, 295.75, 295.97, 295.6, 295.75,
AAPL, 20101011  10:55:00, 295.75, 296.15, 295.7, 296.04,
AAPL, 20101011  11:00:00, 296.02, 296.3, 295.87, 296.12,
AAPL, 20101011  11:05:00, 296.12, 296.17, 295.85, 296.09,
AAPL, 20101011  11:10:00, 296.1, 296.27, 295.9, 296.16,
AAPL, 20101011  11:15:00, 296.16, 296.33, 296, 296.1,
AAPL, 20101011  11:20:00, 296.02, 296.46, 296.02, 296.32,
AAPL, 20101011  11:25:00, 296.33, 296.46, 296.18, 296.24,
AAPL, 20101011  11:30:00, 296.27, 296.44, 296.22, 296.3,
AAPL, 20101011  11:35:00, 296.3, 296.62, 296.25, 296.5,
AAPL, 20101011  11:40:00, 296.5, 296.52, 296.14, 296.22,
AAPL, 20101011  11:45:00, 296.26, 296.4, 296.07, 296.16,
AAPL, 20101011  11:50:00, 296.16, 296.23, 296.03, 296.13,
AAPL, 20101011  11:55:00, 296.12, 296.2, 295.92, 296.07,
AAPL, 20101011  12:00:00, 296.1, 296.2, 295.95, 296.09,
AAPL, 20101011  12:05:00, 296.11, 296.15, 295.9, 296.04,
AAPL, 20101011  12:10:00, 296.01, 296.33, 295.98, 296.29,
AAPL, 20101011  12:15:00, 296.27, 296.35, 296.13, 296.32,
AAPL, 20101011  12:20:00, 296.35, 296.37, 296.15, 296.31,
AAPL, 20101011  12:25:00, 296.35, 296.47, 296.26, 296.35,
AAPL, 20101011  12:30:00, 296.34, 296.53, 296.26, 296.43,
AAPL, 20101011  12:35:00, 296.44, 296.82, 296.4, 296.6,
AAPL, 20101011  12:40:00, 296.57, 296.67, 296.52, 296.58,
AAPL, 20101011  12:45:00, 296.61, 296.61, 296.36, 296.4,
AAPL, 20101011  12:50:00, 296.4, 296.49, 296.28, 296.38,
AAPL, 20101011  12:55:00, 296.36, 296.62, 296.35, 296.6,
AAPL, 20101011  13:00:00, 296.6, 296.64, 296.4, 296.56,
AAPL, 20101011  13:05:00, 296.53, 296.64, 296.44, 296.63,
AAPL, 20101011  13:10:00, 296.63, 296.76, 296.56, 296.72,
AAPL, 20101011  13:15:00, 296.72, 296.75, 296.6, 296.65,
AAPL, 20101011  13:20:00, 296.63, 296.72, 296.56, 296.69,
AAPL, 20101011  13:25:00, 296.68, 296.73, 296.56, 296.59,
AAPL, 20101011  13:30:00, 296.62, 296.67, 296.5, 296.56,
AAPL, 20101011  13:35:00, 296.57, 296.67, 296.55, 296.63,
AAPL, 20101011  13:40:00, 296.64, 296.74, 296.57, 296.74,
AAPL, 20101011  13:45:00, 296.71, 296.77, 296.57, 296.75,
AAPL, 20101011  13:50:00, 296.72, 296.93, 296.67, 296.91,
AAPL, 20101011  13:55:00, 296.89, 296.91, 296.7, 296.81,
AAPL, 20101011  14:00:00, 296.85, 296.89, 296.7, 296.71,
AAPL, 20101011  14:05:00, 296.71, 296.83, 296.64, 296.78,
AAPL, 20101011  14:10:00, 296.73, 296.73, 296.59, 296.65,
AAPL, 20101011  14:15:00, 296.61, 296.79, 296.56, 296.66,
AAPL, 20101011  14:20:00, 296.69, 296.72, 296.6, 296.71,
AAPL, 20101011  14:25:00, 296.71, 296.74, 296.65, 296.73,
AAPL, 20101011  14:30:00, 296.73, 296.89, 296.57, 296.89,
AAPL, 20101011  14:35:00, 296.88, 297, 296.84, 296.98,
AAPL, 20101011  14:40:00, 296.98, 297.2, 296.95, 297.19,
AAPL, 20101011  14:45:00, 297.2, 297.24, 296.95, 297.09,
AAPL, 20101011  14:50:00, 297.07, 297.16, 296.83, 297.01,
AAPL, 20101011  14:55:00, 296.98, 297.09, 296.87, 296.95,
AAPL, 20101011  15:00:00, 296.95, 297.08, 296.84, 296.92,
AAPL, 20101011  15:05:00, 296.92, 297.05, 296.91, 297,
