1010101440,1010101438,1959818320,0,PreSubmitted,0.0,100.0,0.0,0.0
1010101442,1010101441,1959818322,0,Submitted,0.0,100.0,0.0,0.0
1010101443,1010101441,1959818323,0,PreSubmitted,0.0,100.0,0.0,0.0
1010101445,1010101444,1959818325,0,Submitted,0.0,100.0,0.0,0.0
1010101446,1010101444,1959818326,0,PreSubmitted,0.0,100.0,0.0,0.0
1010101439,1010101438,1959818319,0,Submitted,0.0,100.0,0.0,0.0
1010101447,0,1959818327,0,PreSubmitted,0.0,100.0,0.0,0.0
1010101448,1010101447,1959818328,0,PreSubmitted,0.0,100.0,0.0,0.0
1010101448,1010101447,1959818328,0,PendingSubmit,0.0,100.0,0.0,0.0
1010101448,1010101447,1959818328,0,PreSubmitted,0.0,100.0,0.0,0.0
1010101447,0,1959818327,0,Submitted,0.0,100.0,0.0,0.0
1010101449,1010101447,1959818329,0,PendingSubmit,0.0,100.0,0.0,0.0
1010101449,1010101447,1959818329,0,PreSubmitted,0.0,100.0,0.0,0.0
1010101448,1010101447,1959818328,0,PendingSubmit,0.0,100.0,0.0,0.0
1010101449,1010101447,1959818329,0,PreSubmitted,0.0,100.0,0.0,0.0
1010101448,1010101447,1959818328,0,PendingSubmit,0.0,100.0,0.0,0.0
1010101449,1010101447,1959818329,0,PendingSubmit,0.0,100.0,0.0,0.0
1010101448,1010101447,1959818328,0,PendingSubmit,0.0,100.0,0.0,0.0
1010101449,1010101447,1959818329,0,PendingSubmit,0.0,100.0,0.0,0.0
1010101448,1010101447,1959818328,0,PendingSubmit,0.0,100.0,0.0,0.0
1010101449,1010101447,1959818329,0,PendingSubmit,0.0,100.0,0.0,0.0
1010101448,1010101447,1959818328,0,PendingSubmit,0.0,100.0,0.0,0.0
1010101449,1010101447,1959818329,0,PendingSubmit,0.0,100.0,0.0,0.0
1010101448,1010101447,1959818328,0,PreSubmitted,0.0,100.0,0.0,0.0
1010101449,1010101447,1959818329,0,PreSubmitted,0.0,100.0,0.0,0.0
1010101448,1010101447,1959818328,0,PreSubmitted,0.0,100.0,0.0,0.0
1010101449,1010101447,1959818329,0,PendingSubmit,0.0,100.0,0.0,0.0
1010101448,1010101447,1959818328,0,PendingSubmit,0.0,100.0,0.0,0.0
1010101449,1010101447,1959818329,0,PendingSubmit,0.0,100.0,0.0,0.0
1010101448,1010101447,1959818328,0,PendingSubmit,0.0,100.0,0.0,0.0
1010101449,1010101447,1959818329,0,PendingSubmit,0.0,100.0,0.0,0.0
1010101448,1010101447,1959818328,0,PreSubmitted,0.0,100.0,0.0,0.0
1010101449,1010101447,1959818329,0,PreSubmitted,0.0,100.0,0.0,0.0
1010101448,1010101447,1959818328,0,PreSubmitted,0.0,100.0,0.0,0.0
1010101449,1010101447,1959818329,0,PreSubmitted,0.0,100.0,0.0,0.0
1010101448,1010101447,1959818328,0,PreSubmitted,0.0,100.0,0.0,0.0
1010101449,1010101447,1959818329,0,PreSubmitted,0.0,100.0,0.0,0.0
1010101448,1010101447,1959818328,0,PendingSubmit,0.0,100.0,0.0,0.0
1010101449,1010101447,1959818329,0,PendingSubmit,0.0,100.0,0.0,0.0
1010101448,1010101447,1959818328,0,PreSubmitted,0.0,100.0,0.0,0.0
1010101449,1010101447,1959818329,0,PreSubmitted,0.0,100.0,0.0,0.0
1010101448,1010101447,1959818328,0,PreSubmitted,0.0,100.0,0.0,0.0
1010101449,1010101447,1959818329,0,PendingSubmit,0.0,100.0,0.0,0.0
1010101448,1010101447,1959818328,0,PreSubmitted,0.0,100.0,0.0,0.0
1010101449,1010101447,1959818329,0,PreSubmitted,0.0,100.0,0.0,0.0
1010101448,1010101447,1959818328,0,PreSubmitted,0.0,100.0,0.0,0.0
1010101449,1010101447,1959818329,0,PreSubmitted,0.0,100.0,0.0,0.0
1010101448,1010101447,1959818328,0,PreSubmitted,0.0,100.0,0.0,0.0
1010101449,1010101447,1959818329,0,PreSubmitted,0.0,100.0,0.0,0.0
1010101448,1010101447,1959818328,0,PreSubmitted,0.0,100.0,0.0,0.0
1010101449,1010101447,1959818329,0,PreSubmitted,0.0,100.0,0.0,0.0
1010101448,1010101447,1959818328,0,PreSubmitted,0.0,100.0,0.0,0.0
1010101449,1010101447,1959818329,0,PreSubmitted,0.0,100.0,0.0,0.0
1010101448,1010101447,1959818328,0,PreSubmitted,0.0,100.0,0.0,0.0
1010101449,1010101447,1959818329,0,PendingSubmit,0.0,100.0,0.0,0.0
1010101448,1010101447,1959818328,0,PreSubmitted,0.0,100.0,0.0,0.0
1010101449,1010101447,1959818329,0,PreSubmitted,0.0,100.0,0.0,0.0
1010101448,1010101447,1959818328,0,PreSubmitted,0.0,100.0,0.0,0.0
1010101449,1010101447,1959818329,0,PreSubmitted,0.0,100.0,0.0,0.0
1010101448,1010101447,1959818328,0,PreSubmitted,0.0,100.0,0.0,0.0
1010101449,1010101447,1959818329,0,PreSubmitted,0.0,100.0,0.0,0.0
